ID,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50
Efhd2,50.7415427669,51.7938683135,41.7864262955,64.5067105011,62.2190175137,74.4946594731,51.2089149802,59.1298579101,47.1588540748,33.0116594258,61.5012741324,33.0851719117,47.6893975955,62.1526270557,64.3473272031,36.6399961879,29.2097364924,39.585081899,55.8538875362,42.6355241901,55.9118862214,47.3632068283,38.9099028955,61.5263207298,51.7761339063,61.6548513049,61.008509608,52.858973361,48.6728349227,57.3108414216,75.9419471207,82.3915712573,42.5426516093,60.0938391255,75.8095652092,88.8864952146,56.5913330465,54.8263387845,73.216391801,36.9851231561,59.7209718047,47.2450272071,65.79886955,61.4693275367,29.8163803787,34.1478461428,43.2642147722,42.0781727076,54.7270727906,51.1613374193
Klf2,254.935643699,287.033564878,289.467346562,303.935601271,421.258790072,272.2007603,304.062690492,236.313806658,301.554273064,117.272745915,270.370347402,235.067792812,152.47339982,251.00904911,411.464864002,234.29210977,140.084842399,274.217961109,357.154107839,377.48787192,262.184982927,396.048991713,174.164818018,323.997980124,212.836611426,262.831999503,433.461120728,555.29117004,335.176505639,264.673143351,316.699512213,389.409115856,272.036261948,168.116465482,88.1380747398,295.557081428,226.168534963,284.849104422,356.706689323,257.998911351,359.418287629,251.754418035,265.734731751,231.212752587,190.658935356,291.141621154,301.80027425,220.145057468,371.820560785,350.515603451
Ift140,11.6653657683,14.5864339596,11.2077055674,17.0739517427,9.5710663308,21.407691882,16.1876186748,13.3814169787,6.56757659955,10.3298883695,6.95904085493,8.87390711066,6.39548262823,16.4508614187,11.5816004663,12.5298850663,4.40688430129,11.2808537604,14.7467210248,4.61816069518,7.49817601123,7.32892864501,12.5234179796,8.00843131198,8.18346095064,16.5366958002,4.77264021864,9.87362859157,15.0631580075,17.933499998,13.9481282812,12.970902667,9.98421882699,11.3329760915,10.3976532524,12.8739264882,8.5379564193,6.89305920731,13.325557108,11.4980992091,15.5468844849,10.295820345,11.146218702,13.0925666041,9.74655261726,3.05297708099,10.2854249392,7.69497003188,19.2656210826,19.8481650888
Gm5416,8.23365001436,0.0,0.0,0.0,8.31440160927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69367226147,0.0,0.0,0.0,31.7212421801,0.0,0.0,0.0,0.0,0.0,8.40152944581,0.0,0.0,0.0,0.0,28.9321722241,30.003412584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7611279647,30.5528090705,23.9417543344,26.8319899644,31.4689022526,24.6426589272,0.0,0.0,0.0,0.0,0.0,0.0
Akr1cl,18.179584178,2.8865836827,29.1105926798,22.7058803458,6.11929353655,5.9310680005,18.3470334125,27.8052257388,21.2282891414,30.6635130567,38.5604807434,15.3658982696,16.6114543839,8.20397270768,11.3248893076,24.5043095426,24.4188216136,8.27310658642,26.2647333551,0.0,31.1608967801,15.2287695483,26.0223909395,15.1279155399,12.3668370259,34.3615747445,14.1672310895,9.46910660753,3.12997128336,18.6319960183,5.52053224417,11.978763859,2.96374184708,37.6780377168,14.4035117905,5.94460267333,29.5683441653,2.86461542295,40.805069936,19.6756680604,11.7472172131,49.3700059481,11.5803553404,6.04556088672,28.0417107853,15.8594409411,32.8801056098,22.3851129356,25.7348599633,21.3849853161
Glipr1,56.6235931155,53.9447123794,51.0019819899,29.8356575869,60.7526125968,31.1738300903,28.5725719757,75.7788407943,49.5895008563,35.8151402794,48.7920755597,25.1264270157,11.641358273,41.523222587,99.2064652989,46.5093834292,28.5213086945,51.536164586,47.7203114292,57.6424683379,32.7564783139,56.9192986228,18.9964286745,60.0762415925,50.5558514208,56.8572016306,56.2611547761,62.6731350526,69.460627266,55.9601145375,54.8080844227,31.4803294448,51.9249848225,22.0040705021,47.1054514904,55.5466109201,41.443172887,50.1882822574,51.0648542677,42.6795219584,85.7550616434,42.2872411671,77.7740074615,21.1837382258,10.9176206,29.6382531777,38.4041317326,44.8215883609,46.7575861301,42.8190383359
Prkcdbp,740.293486548,417.937753619,790.277780446,308.203149969,609.118010051,563.546389224,664.099743233,475.269895735,576.293495975,693.69631488,639.722084386,500.573579356,931.980480534,371.194626276,461.162461595,831.536288598,690.529430521,573.96137854,845.06075651,645.068945343,676.750614181,468.544884696,706.441039514,547.578706585,839.31960983,466.414224547,153.841566383,542.686254234,509.824060104,264.948519445,374.670658271,623.285921608,670.483122325,568.256608818,547.425661684,564.832399771,615.406826964,648.057891728,474.751193365,432.402142979,504.935700745,595.675016162,681.149922564,711.192913998,676.675896809,545.354548551,922.364048265,607.698289085,439.881493012,497.612052366
Cd48,5.23128937687,14.9513860892,15.0781601465,2.45015980871,13.2064882336,7.68015908632,7.91921091662,13.3352135198,10.4718400334,13.2354273239,11.0960202007,18.5708611543,8.60409034682,11.8037230262,9.77642379754,18.5095805258,13.1750045324,11.9031915624,7.55784176589,18.9348277356,10.7600922025,13.1465218755,11.2321593236,10.4475662039,16.0138571579,12.3596983279,7.33807729543,10.8991792814,13.5100330384,11.4888722606,2.38285167038,10.3408933081,20.4680473506,5.4210458424,14.9209231043,7.69768517784,7.65762884828,19.7834653434,12.5806230213,21.838359464,12.6762578863,22.7304462081,7.49771974316,15.6568325881,13.4486302789,10.9527686582,17.0306219276,8.28187284295,7.40536737382,21.0982754054
Tmem176b,1077.05020248,882.743152516,1392.40790648,994.071218133,1599.43144383,1170.42664029,1198.86478585,1211.26597605,1173.12155081,1170.14345751,1285.04095126,1245.04196761,1233.07740939,1065.00970162,1102.61675155,1489.12025346,1204.69194328,1030.73671434,1205.18000291,1318.58303576,1343.87302097,1472.75627599,1198.78324986,956.882915197,1187.90120895,1070.26714457,1044.23544271,1633.49302715,1349.85972766,779.190607283,880.187363334,1432.41033346,1301.40957402,1280.25350113,1197.18111052,1219.71069672,1151.53625636,1400.14262024,883.707261061,940.385145127,1136.05947094,1316.21760278,1119.92245675,1185.11966946,1433.30629252,1459.13300395,1572.7099589,1696.76474153,979.072695177,1357.45106036
Rhox9,955.189617897,433.332992487,1136.21887417,937.364803408,183.725266376,289.370242314,1032.84398174,1321.80192349,887.746910084,1150.79912222,1808.96458723,1176.42903161,897.734183532,472.10477848,531.277704966,597.769068697,962.258184437,227.691940321,1336.18911549,41.1588205733,888.794078248,823.009634238,1562.5891056,772.139218792,1021.07802746,945.697186944,701.837422702,710.749583843,516.8572849,939.002629976,269.340657208,292.215314358,378.178558121,1225.51316819,886.522684444,1003.9520216,1043.1156724,172.014049825,1137.61953872,1265.87349174,947.875005371,1852.85226138,651.914674751,408.400924838,865.309214466,619.011654251,1382.06617737,792.105078379,1223.38109102,1169.46896326
M1ap,18.9569011864,5.55693660996,21.7157105745,26.6363227334,2.94504940946,6.4225385607,14.7165462795,28.2506741434,16.7844105417,25.8256497814,37.8894740722,17.0089337136,24.7833865555,7.8966974974,12.9446072696,16.9528071754,23.5042283046,11.2812595076,23.1742522495,1.3195219429,34.492850238,13.1925460504,30.5269292714,17.4735695071,19.3434215981,36.5198500493,10.9092842969,25.8242651243,19.5828097345,12.81010359,15.2770709133,5.04442135614,10.6977620755,28.7112387406,20.7960544658,17.8810965759,21.3456587764,11.0292914165,35.0685168383,22.3206424361,21.2010595523,37.2246893192,6.26997352874,12.3656465416,16.4947592261,20.608336506,37.187104577,14.6209689253,24.0828925301,22.7894536472
Lxn,410.27990559,293.152071659,473.02037228,259.417746655,300.370203794,371.443011976,393.355981607,355.590699525,318.248385227,207.60579206,435.119699219,457.749824371,337.401080391,314.752675063,460.047603224,456.239329156,371.984442356,317.405057517,335.889914878,306.285768682,400.849277321,319.627446171,396.412436914,389.206642822,397.713015095,281.110696495,306.939310047,352.605637699,434.42195965,252.29400714,317.70015946,486.609754252,321.053871413,499.565512252,331.562087873,342.104915561,280.26740767,378.197360434,325.602395449,371.093728453,278.368827255,356.540984543,294.015827337,368.380527245,369.162519462,311.389115693,322.789026668,433.020843534,319.433750355,330.939384838
Mgl2,67.3649836678,64.1779242265,32.3610471159,15.775745099,42.5160414608,16.483310141,33.9927358648,60.1026308598,75.8526906322,17.043682375,35.7217487769,34.1632726857,18.4662697834,45.6000931088,15.7367663592,34.0505397971,42.4146850428,30.6562396928,24.3311854136,45.7180917529,43.3003571914,16.9291959903,45.2000318945,33.6341614845,42.9615733085,95.4958691078,31.498254799,17.5440264672,17.3973009217,44.3837629564,15.3423709046,33.2907462494,24.7100232398,26.178201849,24.0176863872,49.5627749611,24.6524329441,31.8447500161,40.5011749162,23.4349606544,32.6472440716,18.2942008564,40.2293879877,8.40075135402,34.6364612555,26.4454311101,45.6893242657,35.5494403395,7.94677335185,50.94173046
Lilrb4a,38.0038363993,7.24117249037,25.5589984985,21.3596608746,26.8635915512,7.43922421185,7.67077672839,38.7506204644,34.233729018,7.69213061569,20.1523613975,0.0,0.0,13.7201130039,28.409180514,30.7352828915,15.3140285154,20.7535960875,3.66037205884,17.1945204057,27.3591583234,11.4606911738,24.4795373335,18.9746527185,23.2672277791,35.91588378,21.3236216871,19.7948630088,7.85172523789,13.3541447349,13.8485942598,15.0247324968,22.3041854566,3.93823634033,54.1981411974,18.6405012274,11.1261011575,17.9651594032,14.623146369,24.6788110012,14.7343080043,12.3847692712,36.3125409383,15.1656608621,19.5400983617,23.870629106,37.1167941335,24.0661846767,32.2787385529,19.1591247647
Slc25a5,20129.9832947,23288.4295756,20524.7096799,22447.2512345,24606.8626582,22322.8190612,21015.257921,23098.6004472,20282.7633335,16999.3698806,18774.6190706,18561.1971467,18333.7712268,24879.2345819,25775.756566,18947.8418956,17581.5573629,19636.3071451,22319.8125574,19191.4180425,15947.7807797,21803.5710762,16378.6016618,23005.6599171,18299.6488531,22482.9450657,21364.5668232,21812.8154248,22088.0695367,23217.2021692,25357.896874,22827.8822875,20801.9416929,17306.9507174,17984.7458482,22921.7655798,21862.5667459,21144.2835714,19401.1378557,20479.0824179,21789.1502163,21364.4684312,24222.1234274,19448.2955319,17669.3787364,18249.916339,17559.2886836,19842.9161179,20033.4304897,19597.3122151
4930447C04Rik,28.5386097974,11.652188066,23.5019758929,20.0497859183,6.17539338511,7.98058967171,18.5152335144,29.099399998,26.5235950967,37.1335523417,42.1568243095,18.6081218619,35.7626521974,11.9588217232,11.4287124975,15.4555985663,24.6426860493,2.78298398244,24.5421486632,1.84457959664,31.4465705396,18.4420588103,40.4856411445,15.2666037342,32.2405489071,33.7133527112,14.2971120168,21.2353700845,13.6875523274,15.2213212248,12.0708094622,5.03690898949,10.9666793273,21.1241437059,19.3807451578,23.9964040337,21.8822397786,7.70900628889,42.1596147405,26.4747315819,13.8307308752,44.2867692101,9.73876713865,12.2019695529,18.8658591885,12.8038684327,36.4996946165,15.0602219599,29.8183138062,28.774715267
Fam210b,214.952833011,204.783344078,154.889789428,212.539635837,168.825210408,222.072346679,192.829092521,219.176705274,292.833671036,145.024417216,139.313066585,181.684208642,111.29984322,285.618806069,239.911136269,175.048526118,168.422738353,217.377872422,189.780857302,151.283417475,104.391910728,180.062818029,108.971796089,256.380812773,146.223732517,259.571867682,189.846182361,211.482602404,166.537520664,288.490827752,239.337973373,241.960150858,116.809548577,154.687427388,147.597742048,292.867256398,180.632825803,242.740788869,258.467880924,182.790392175,196.771366895,304.844073318,222.502286929,154.877357216,178.060657153,75.0079149639,181.425869332,100.829870646,231.031466179,270.913974508
Hmgn2,5268.55546207,6085.34405066,5390.35555199,5532.11395604,5477.16571169,5825.8707406,5834.6754594,4785.75015228,5537.65780451,5693.63527072,4351.35267008,5753.60412073,6288.1541961,4811.23129074,5082.77847256,5828.88591949,5166.63543446,5346.85402742,4685.26313918,5526.84176869,5642.1394537,5467.91831135,5555.97914152,5943.83881641,5645.57013782,4611.9078785,5987.85607061,5294.13080001,5169.58151504,5543.02119622,5734.09840052,4915.42590163,4849.42468016,4944.2972095,4816.98341722,5519.00224033,5217.28558894,4701.92250685,5307.29963006,5911.18384845,4820.41189236,4591.97999681,4885.58929597,4930.52183916,5961.14919172,5157.46506535,4452.42173062,5248.92528764,4942.7468026,5280.80316798
Hs3st1,3.00758206486,0.818654963515,2.88958742678,2.012357393,0.433868421772,1.68209163194,1.30083618041,1.31429217401,2.15017451459,3.04373403744,2.73400431324,1.74314972577,3.76889806843,1.93891918497,1.60590820535,2.60609644995,1.73133639231,0.78210328831,2.0691274502,1.55514919653,1.76748888102,3.02328856689,2.76754831752,3.00326654413,2.63048995641,1.62419644413,2.41075444032,0.895167895849,0.0,1.88720074084,2.34849130654,2.97260225993,2.52161264705,1.78095839136,1.22548046918,2.52889523721,1.67715710852,2.03106153532,4.13307077448,1.99291236987,1.66579575307,3.73377943026,1.23160062475,0.857281300524,3.09276404418,3.14849248472,3.73000953614,1.36040824636,1.21643051442,0.866418393216
Pld4,80.2484559821,97.3023866767,63.0819140006,88.8388678243,58.9349043052,42.8415783966,117.800162387,74.3866877005,116.8283497,95.9790765031,123.791972009,133.190043068,47.9954655863,72.428074951,109.069987185,88.5003593144,51.44510527,119.517410482,70.2654434808,105.622539552,127.546978259,80.6675376595,86.1511740346,50.993923935,81.8846762661,75.8395596775,68.2222877154,136.795421343,113.042802834,89.722358945,79.7523531714,79.315123067,64.2235320915,52.9195783859,83.2321166449,35.7827855855,78.3124831233,89.6645933306,91.2306455899,108.283612186,106.06633728,47.5482432526,125.471677564,72.7809816203,97.5251559931,68.7340103684,55.4169409532,100.095812011,96.3870393545,80.9123670667
Ostf1,19.4499670942,18.5297827805,14.1414365996,21.1739198766,13.8015890069,18.0075821152,19.0986009296,17.1521413102,19.9933239462,11.1718644116,24.530043707,16.5285248459,16.7155281531,17.0800801697,23.0864036252,21.7881718236,15.35738122,17.7024567006,19.7460187725,15.2215804663,16.2186855724,17.966280641,15.2372090541,22.5715817516,20.91932683,27.3236651254,24.0877095347,21.904442011,16.8339680559,17.5480713343,23.4655904768,11.9499008024,17.9966996417,17.4317689401,17.4924597926,18.5643517821,16.9287696798,15.4068009437,18.2042605804,19.9940031282,26.4949316423,25.6961989519,24.1094655791,15.7330278109,11.3518264518,20.3612316816,19.3953031798,20.5280371841,21.8281248063,19.0808566589
Tmsb10,34050.4886732,34423.1136751,35006.712751,32546.318586,37319.1619713,35916.5214333,39792.3403031,27289.1543146,37336.7406325,44468.4869029,30913.733883,42059.7647113,48798.4482117,31436.884161,27521.033949,35080.3136112,41774.7254982,35570.7607201,26403.9293647,39917.861583,41264.128554,38152.5755212,45775.3554388,34781.2855092,39701.9727166,26481.6674801,36669.4504506,34703.2356007,36384.5811314,28426.3544827,35564.3161218,37598.6804165,36106.9604019,35240.6646274,40085.34727,35147.4548259,34837.5686174,32643.7761332,30460.0034563,35933.8626392,35820.8263152,28224.0764737,36016.5963197,40980.5308744,48307.1538181,43183.6536392,33232.1854054,41889.3229655,31684.091435,37218.7234846
H19,5813.93298337,5937.6728312,7038.15649286,6121.41742649,8712.49452242,7124.33877769,6501.17248002,7445.79168653,7076.00051203,6048.56498028,7892.38912939,6934.77855342,8414.89906769,5877.03532702,6345.32898293,6888.38513724,7262.62678146,6857.87702025,7615.645527,7954.52837257,7246.86037704,8649.55674445,5817.15249481,5852.03541002,8186.8165537,5120.88533589,5349.9213628,7146.7252291,9152.98280398,4474.07000634,4576.16867635,7792.00151349,8666.87765026,8579.34922324,7429.07911352,6479.00767741,7239.60723525,8289.05447423,5033.45194495,4681.53741601,6424.17237621,7982.81970798,6555.12878118,7261.86647237,8035.23516165,8618.23732706,8227.12548758,7854.31917802,6254.91594146,6096.51409302
Serpinb6a,27.226717276,19.7952568042,24.781782349,26.846479283,19.5350283083,23.1417308143,22.4158537969,29.9534438959,31.5535785729,26.1037799878,43.3126782609,25.4351898534,29.0682152639,13.5800458724,20.7546138886,27.5242231104,27.4281996404,24.7804935269,28.2939338232,13.6151867436,30.2115351982,23.047497615,26.1526147994,24.3257922765,29.2440573945,31.8250181976,23.4510346311,19.4061815204,25.1650767978,19.5120107493,13.0544909307,24.7855777462,14.7176563129,39.3515542449,23.8421503591,24.6002698551,33.5619535512,26.4186075145,25.5015633306,21.9343301991,27.7788325088,33.4671990005,26.0150389901,23.5884570284,33.1553410919,27.7522745803,34.2109292111,32.5168670537,26.3707752246,26.7295489613
Gpx8,1196.98994216,1108.68329051,1325.72806373,1043.39432532,1678.79087715,1236.63578509,1476.46305225,1254.41415313,1148.13076637,1615.17079207,1516.29937065,1348.9729652,1658.83945246,1215.3833455,1398.1114541,1546.19982601,1457.06617922,1089.44465148,1441.11389604,1534.44313747,1196.83228948,1520.76291186,1124.40577975,1079.06536534,1526.74485615,1052.66922199,1103.8209491,1783.81694807,1545.63937303,788.642926364,1060.16705674,1528.12989034,1691.21577685,1584.9667929,1485.76988539,1369.92702317,1314.12698456,1587.49735144,847.592822198,1002.46706579,966.833228615,1462.7908974,1445.53495048,1459.53524126,1521.5187646,1583.74250195,1533.47761,1544.07798767,1004.11761001,1223.65527378
